ID,Nombre,Categoría,Unidad,Stock,Stock Mínimo,Precio,Proveedor
igsdeuu4o,"Salsa Kabayaki Teriyaki","Salsas",unidad,0,2,0,Cominport
vtik2s7f6,"Salsa Okonomi","Salsas",unidad,0,2,0,Cominport
67iuzp265,"Salsa Okonomi","Salsas",unidad,0,2,0,Cominport
209nzj7ux,"Salsa Pato Pekín","Salsas",unidad,0,2,0,Cominport
7cxqheixj,"Salsa Poke","Salsas",unidad,0,2,0,Cominport
bl42zkmor,"Salsa Sriracha Verde “Flying Goose”","Salsas",unidad,0,2,0,Cominport
fvi87dhyt,"Salsa Sriracha “Flying Goose”","Salsas",unidad,0,2,0,Cominport
h62qq8e2c,"Salsa Sriracha “Flying Goose”","Salsas",unidad,0,2,0,Cominport
jej9dcm3i,"Salsa Taberu Layu ""Momoya""","Salsas",unidad,0,2,0,Cominport
fy4b3xa52,"Salsa Takoyaki","Salsas",unidad,0,2,0,Cominport
pobld9vms,"Salsa Teriyaki","Salsas",unidad,0,2,0,Cominport
4fexe1iwi,"Salsa Teriyaki","Salsas",unidad,0,2,0,Cominport
8pxde7j0w,"Salsa Teriyaki espesa","Salsas",unidad,0,2,0,Cominport
gcpo7e0hb,"Salsa Toban Jan","Salsas",unidad,0,2,0,Cominport
9whdouvge,"Salsa Tonkatsu","Salsas",unidad,0,2,0,Cominport
uxomvx6oa,"Salsa Tonkatsu","Salsas",unidad,0,2,0,Cominport
hushrigqh,"Salsa Tonkatsu","Salsas",unidad,0,2,0,Cominport
emx8dmt6i,"Salsa Tsuyu No Moto (Para tempura, sopa…) - Marutomo","Salsas",unidad,0,2,0,Cominport
5dhj9hs54,"Salsa Unagi Tare espesa “Kiwami” / Sushi Sauce","Salsas",unidad,0,2,0,Cominport
asnsx3j1c,"Salsa Worcester - Bulldog","Salsas",unidad,0,2,0,Cominport
ihi8deag3,"Salsa Worcester - Bulldog","Salsas",unidad,0,2,0,Cominport
7hfgmmi6b,"Salsa Yakiniku","Salsas",unidad,0,2,0,Cominport
ovv445pju,"Salsa Yakiniku","Salsas",unidad,0,2,0,Cominport
iv1is0udu,"Salsa Yakiniku con Sriracha","Salsas",unidad,0,2,0,Cominport
aucqacuji,"Salsa Yakisoba","Salsas",unidad,0,2,0,Cominport
75r4k6sxx,"Salsa Yakisoba","Salsas",unidad,0,2,0,Cominport
9g9g0o5hz,"Salsa Yakisoba","Salsas",unidad,0,2,0,Cominport
yemr8xgax,"Salsa Yakitori ""Ebara""","Salsas",unidad,0,2,0,Cominport
wavago6yp,"Salsa Yakitori ""Kiwami""","Salsas",unidad,0,2,0,Cominport
fe2o03wgl,"Salsa Yakitori ""Kiwami""","Salsas",unidad,0,2,0,Cominport
bgs75a9mq,"Salsa Yakitori ""Kiwami"" - Marutomo","Salsas",unidad,0,2,0,Cominport
pfnwcw97p,"Shiro Dashi ""Ninben""","Salsas",unidad,0,2,0,Cominport
isaruahha,"Sushi Sauce","Salsas",unidad,0,2,0,Cominport
x4hfuxnxz,"Tenkasu","Salsas",unidad,0,2,0,Cominport
t3nf3tq0d,"Yakisoba Noodle con salsa","Salsas",unidad,0,2,0,Cominport
00f68txvy,"Yuzu Miso Salsa ""Kenko""","Salsas",unidad,0,2,0,Cominport
aixvt8xh3,"Yuzu miso salsa “Kiwami”","Salsas",unidad,0,2,0,Cominport
6vc113s01,"Yuzusco Salsa picante de Yuzu","Salsas",unidad,0,2,0,Cominport
fdcb953sa,"Zumo de Yuzu","Salsas",unidad,0,2,0,Cominport
jvakj0i2c,"Zumo de Yuzu","Salsas",unidad,0,2,0,Cominport
5btly3adl,"Zumo de Yuzu 100%","Salsas",unidad,0,2,0,Cominport
5fxppt7do,"LIMITED EDITION Whisky japonés Fujisan","Shochu y destilados",unidad,0,2,0,Cominport
e86qrbevy,"Shochu Chill Green Spicy&Citrus","Shochu y destilados",unidad,0,2,0,Cominport
gdmai8vsa,"Shochu Daiyame","Shochu y destilados",unidad,0,2,0,Cominport
b369rbi2w,"Shochu envejecido “Sassyu Tamashi”","Shochu y destilados",unidad,0,2,0,Cominport
htyt18tsa,"Shochu Hamada - 25º Alcohol","Shochu y destilados",unidad,0,2,0,Cominport
5govq5zy0,"Shochu Hamada - 25º Alcohol","Shochu y destilados",unidad,0,2,0,Cominport
ggh8vmtzg,"Shochu Hamada - 25º Alcohol","Shochu y destilados",unidad,0,2,0,Cominport
bmj6kyyf9,"Shochu imo Kurokame","Shochu y destilados",unidad,0,2,0,Cominport
uipelwbu9,"Shochu JAPAN","Shochu y destilados",unidad,0,2,0,Cominport
5h5mq31t5,"Shochu “Nippon”","Shochu y destilados",unidad,0,2,0,Cominport
y8crdl1qs,"Akazu vinagre rojo ""Yokoi""","Soja y vinagre",unidad,0,2,0,Cominport
dqnil7wcg,"Hon Mirin ""Takara""","Soja y vinagre",unidad,0,2,0,Cominport
sdc2dwapg,"Hon Mirin ""Takara""","Soja y vinagre",unidad,0,2,0,Cominport
69e9ddfa4,"Hon Mirin ""Takara""","Soja y vinagre",unidad,0,2,0,Cominport
i6ghbg7ul,"Rice Mighty","Soja y vinagre",unidad,0,2,0,Cominport
9vfrc5t1p,"Rice Mighty","Soja y vinagre",unidad,0,2,0,Cominport
nmjpm8d1x,"Rice Mighty","Soja y vinagre",unidad,0,2,0,Cominport
ozph1imfd,"Rice Mighty","Soja y vinagre",unidad,0,2,0,Cominport
3dkvx2grb,"Salsa de soja ""Shoda""","Soja y vinagre",unidad,0,2,0,Cominport
genkckokk,"Salsa de Soja - Koikuchi Shôyu","Soja y vinagre",unidad,0,2,0,Cominport
gfr4svm9z,"Salsa de Soja - Koikuchi Shôyu","Soja y vinagre",unidad,0,2,0,Cominport
y5e3tr4qw,"Salsa de Soja - Koikuchi Shôyu","Soja y vinagre",unidad,0,2,0,Cominport
ez5t3bp7c,"Salsa de Soja - Koikuchi Shôyu","Soja y vinagre",unidad,0,2,0,Cominport
mdusy4jrt,"Salsa de Soja - Yamasa","Soja y vinagre",unidad,0,2,0,Cominport
zmzll6703,"Salsa de Soja baja en sal - Gen-en Shôyu","Soja y vinagre",unidad,0,2,0,Cominport
lmmo53ocu,"Salsa de Soja baja en sal - Gen-en Shôyu","Soja y vinagre",unidad,0,2,0,Cominport
ucjej9xqy,"Salsa de Soja clara salada - Hihashimaru","Soja y vinagre",unidad,0,2,0,Cominport
9bcqlt5bd,"Salsa de Soja Dispensador 150 ml. - Koikuchi Shôyu","Soja y vinagre",unidad,0,2,0,Cominport
fmprbzvra,"Salsa de Soja Dispensador 150 ml. - Koikuchi Shôyu","Soja y vinagre",unidad,0,2,0,Cominport
c24h2dsnf,"Salsa de Soja doble fermentación","Soja y vinagre",unidad,0,2,0,Cominport
nc9jkai3o,"Salsa de Soja Extra","Soja y vinagre",unidad,0,2,0,Cominport
128lhksts,"Salsa de Soja mini Shoyu en bolsitas","Soja y vinagre",unidad,0,2,0,Cominport
w0whojksu,"Salsa de Soja mini Shoyu en bolsitas","Soja y vinagre",unidad,0,2,0,Cominport
u3np94h0n,"Salsa de Soja Premium Tatsumi","Soja y vinagre",unidad,0,2,0,Cominport
9b33wckui,"Salsa de Soja premium “Marunaka”","Soja y vinagre",unidad,0,2,0,Cominport
emt4ukh61,"Salsa de Soja sobres “Kiwami”","Soja y vinagre",unidad,0,2,0,Cominport
k2c8e5jzk,"Salsa de Soja sobres “Kiwami”","Soja y vinagre",unidad,0,2,0,Cominport
2r1u6dsax,"Salsa de Soja Tamari - Tamari Shoyu “Ichibiki“","Soja y vinagre",unidad,0,2,0,Cominport
wvxgvhy67,"Salsa de Soja Tamari - Tamari Shoyu “Ichibiki“","Soja y vinagre",unidad,0,2,0,Cominport
3wwpjo2jw,"Salsa de Soja Tamari - Yamasa","Soja y vinagre",unidad,0,2,0,Cominport
95c2qliuo,"Salsa de Soja “Kiwami”","Soja y vinagre",unidad,0,2,0,Cominport
24r096l9j,"Salsa de Soja “Kiwami”","Soja y vinagre",unidad,0,2,0,Cominport
8yeok7ksn,"Salsa soja (arroz) ""Shoda""","Soja y vinagre",unidad,0,2,0,Cominport
v9itzugoz,"Salsa soja transparente","Soja y vinagre",unidad,0,2,0,Cominport
gcpsns8ez,"Shiro Shoyu Salsa soja blanca","Soja y vinagre",unidad,0,2,0,Cominport
mr0hs97rm,"Vinagre ""Mizkan"" Yusen","Soja y vinagre",unidad,0,2,0,Cominport
10w53b5kj,"Vinagre de arroz","Soja y vinagre",unidad,0,2,0,Cominport
z2u3sr097,"Vinagre de arroz Kinari","Soja y vinagre",unidad,0,2,0,Cominport
e1oahda3i,"Vinagre de arroz Sakura","Soja y vinagre",unidad,0,2,0,Cominport
bv1yed30c,"Vinagre de sushi ""Otafuku""","Soja y vinagre",unidad,0,2,0,Cominport
ix6j8o2rm,"Vinagre edo Tannensu ""Yokoi""","Soja y vinagre",unidad,0,2,0,Cominport
qhybb1sk1,"Vinagre Fuji","Soja y vinagre",unidad,0,2,0,Cominport
d0v3ty9rb,"Vinagre Fuji","Soja y vinagre",unidad,0,2,0,Cominport
0ccv1fs2m,"Vinagre Fuji","Soja y vinagre",unidad,0,2,0,Cominport
96lanr2lk,"Vinagre Fuji","Soja y vinagre",unidad,0,2,0,Cominport
8h2vn66rm,"Vinagre negro de arroz Kurozu","Soja y vinagre",unidad,0,2,0,Cominport
0k93aql7p,"Vinagre preparado para sushi","Soja y vinagre",unidad,0,2,0,Cominport
p3kq38xh9,"Vinagre preparado para sushi","Soja y vinagre",unidad,0,2,0,Cominport
87wr8z4h4,"Genmaicha Té verde con arroz integral y Matcha - Té Genmaicha Matcha Iri","Té e infusiones",unidad,0,2,0,Cominport
jt8v6cbvz,"Infusión de cebada - Mugi Cha","Té e infusiones",unidad,0,2,0,Cominport
sr82b8tlx,"Matcha Té verde en polvo - ceremonia","Té e infusiones",unidad,0,2,0,Cominport
x67zyncif,"Nama Cha Té verde","Té e infusiones",unidad,0,2,0,Cominport
wxoyisui0,"Oishi Ocha - Té verde en lata","Té e infusiones",unidad,0,2,0,Cominport
jlbri5opf,"Sencha - Té verde en hojas","Té e infusiones",unidad,0,2,0,Cominport
i8tg2cdwr,"Adorno plástico Hoja de Shiso - Baran Oba","Utensilios",unidad,0,2,0,Cominport
pnzayez0k,"Adorno plástico Langostino - Baran Ebigata","Utensilios",unidad,0,2,0,Cominport
ff00qb806,"Adorno plástico Montaña - Baran Yamagata","Utensilios",unidad,0,2,0,Cominport
sbbvsqfuc,"Bandeja de aluminio con tapa","Utensilios",unidad,0,2,0,Cominport
ybhumewmn,"Barco de madera pino","Utensilios",unidad,0,2,0,Cominport
iaa1kon06,"Barco de madera pino","Utensilios",unidad,0,2,0,Cominport
c1h3905ik,"Batidor Bambú - Para Matcha","Utensilios",unidad,0,2,0,Cominport
to33nm9hl,"Brocha de cocina - Ryori Hake","Utensilios",unidad,0,2,0,Cominport
7sxm6po7i,"Congeladores - 60° - Varios tamaños a consultar","Utensilios",unidad,0,2,0,Cominport
22qxufvcq,"Congeladores - 60° - Varios tamaños a consultar","Utensilios",unidad,0,2,0,Cominport
rhzkotc3v,"Cono de madera pino","Utensilios",unidad,0,2,0,Cominport
8mif2kc8q,"Cono de madera pino","Utensilios",unidad,0,2,0,Cominport
hupqrwgxu,"Cuchillo Deba - pescado","Utensilios",unidad,0,2,0,Cominport
qze0i5ngr,"Cuchillo Deba - pescado","Utensilios",unidad,0,2,0,Cominport
vhafdvvuc,"Cuchillo Usuba - Para verdura","Utensilios",unidad,0,2,0,Cominport
05h0objig,"Cuchillo Yanagiba - Para sushi y sashimi","Utensilios",unidad,0,2,0,Cominport
lcih73dgd,"Cuchillo Yanagiba - Para sushi y sashimi","Utensilios",unidad,0,2,0,Cominport
rb57p4yxo,"Dispensador mayonesa “Magic 5”","Utensilios",unidad,0,2,0,Cominport
mkenws8w3,"Esterilla de bambú - Makisu","Utensilios",unidad,0,2,0,Cominport
rs3rm1pc1,"Esterilla de bambú - Makisu","Utensilios",unidad,0,2,0,Cominport
ru5gljrv1,"Fresh master roll","Utensilios",unidad,0,2,0,Cominport
cneac43e1,"Gas para soplete","Utensilios",unidad,0,2,0,Cominport
flimz54wy,"Hojas madera","Utensilios",unidad,0,2,0,Cominport
2vyc6he26,"Lata para conservar nori - Nori can zen kei","Utensilios",unidad,0,2,0,Cominport
195yb4fii,"Lata para conservar nori - Nori can zen kei","Utensilios",unidad,0,2,0,Cominport
pfbagzc8m,"Mantel de papel","Utensilios",unidad,0,2,0,Cominport
7okozh849,"Palillos Agebashi - Para tempura","Utensilios",unidad,0,2,0,Cominport
kqnvfjxsx,"Palillos Moribashi - Para cocinar - Metal","Utensilios",unidad,0,2,0,Cominport
1tij3hlos,"Papel Titusec - Especial pescado","Utensilios",unidad,0,2,0,Cominport
lk3c8psrz,"Piedra de afilar doble cara - Konbi Toishi","Utensilios",unidad,0,2,0,Cominport
i9wywrh76,"Piedra de afilar grande - Nakato","Utensilios",unidad,0,2,0,Cominport
94ixvuzxi,"Pinzas para pescado - Honenuki","Utensilios",unidad,0,2,0,Cominport
ea1lpzu8w,"Pistola soplete","Utensilios",unidad,0,2,0,Cominport
usewst2bi,"Plato de madera","Utensilios",unidad,0,2,0,Cominport
m5b92wyuj,"Rallador de verduras - Chiba Katsura Muki CKT01","Utensilios",unidad,0,2,0,Cominport
1wpiw3tbe,"Rallador de verduras - Katsura Muki","Utensilios",unidad,0,2,0,Cominport
8w340lrty,"Rallador de verduras - Katsura Muki","Utensilios",unidad,0,2,0,Cominport
h2vjn37nl,"Rallador para wasabi - Piel de tiburón","Utensilios",unidad,0,2,0,Cominport
y91p4eah2,"Servilleta kraft - 40 x 40 cm.","Utensilios",unidad,0,2,0,Cominport
wydb0xcu5,"Servilleta negra - 20 x 20 cm.","Utensilios",unidad,0,2,0,Cominport
cxj4qd047,"Soporte para piedra de afilar","Utensilios",unidad,0,2,0,Cominport
o8g3wket8,"Sujetapalillos - Colores surtidos","Utensilios",unidad,0,2,0,Cominport
38ki62gs7,"Tabla de corte japonesa - 1200 x 450 x 20 mm.","Utensilios",unidad,0,2,0,Cominport
jqcj6g05m,"Tabla de corte japonesa - 1200 x 450 x 20 mm.","Utensilios",unidad,0,2,0,Cominport
7xa6j799t,"Tabla de corte japonesa - 1200 x 450 x 20 mm.","Utensilios",unidad,0,2,0,Cominport
l7wvv0961,"Vitrina hoshizaki - para pescado fresco","Utensilios",unidad,0,2,0,Cominport
n85ffn01g,"Vitrina hoshizaki - para pescado fresco","Utensilios",unidad,0,2,0,Cominport
ouh2kwyvr,"Vitrina hoshizaki - para pescado fresco","Utensilios",unidad,0,2,0,Cominport
imphpgfrq,"Vitrina hoshizaki - para pescado fresco","Utensilios",unidad,0,2,0,Cominport
aasw3zuzm,"Bandeja Bento - 5 compartimentos","Utensilios y vajilla",unidad,0,2,0,Cominport
grgtnfovp,"Barbacoa - 14 x 12 cm","Utensilios y vajilla",unidad,0,2,0,Cominport
y4h99gwve,"Barbacoa - Hida Konro","Utensilios y vajilla",unidad,0,2,0,Cominport
12wk63m9p,"Bol metálico interior/ Cocedera eléctrica de arroz Tiger","Utensilios y vajilla",unidad,0,2,0,Cominport
2la6xo9to,"Carbón Binchotan","Utensilios y vajilla",unidad,0,2,0,Cominport
lk4ksospm,"Chupito de sake - Sabi","Utensilios y vajilla",unidad,0,2,0,Cominport
ocvakoifl,"Cocedera de arroz Cuckoo","Utensilios y vajilla",unidad,0,2,0,Cominport
ycg6ax1rw,"Cocedera de arroz Cuckoo","Utensilios y vajilla",unidad,0,2,0,Cominport
wcm5wfq3q,"Cocedera eléctrica de arroz Tiger","Utensilios y vajilla",unidad,0,2,0,Cominport
ryx7tand9,"Cubiertos de madera - funda de tela.","Utensilios y vajilla",unidad,0,2,0,Cominport
g1mst2z2l,"Cuchara de bambú - Cuchara para Ramen","Utensilios y vajilla",unidad,0,2,0,Cominport
owqssumb4,"Cuenco Ainagashi soba","Utensilios y vajilla",unidad,0,2,0,Cominport
v4he9knbt,"Cuenco de Ramen - Ramen bowl","Utensilios y vajilla",unidad,0,2,0,Cominport
yequmnmwr,"Cuenco de Ramen - Ramen bowl","Utensilios y vajilla",unidad,0,2,0,Cominport
wwpg2m6au,"Cuenco kikkowan - Negro Para Sopa","Utensilios y vajilla",unidad,0,2,0,Cominport
qlu787lqi,"Cuenco Sopa madera","Utensilios y vajilla",unidad,0,2,0,Cominport
hp4hjbl6v,"Dispensador de soja - Takeya","Utensilios y vajilla",unidad,0,2,0,Cominport
fgpm3gqi3,"Escamador - De metal","Utensilios y vajilla",unidad,0,2,0,Cominport
xddka8owr,"Escamador - De metal","Utensilios y vajilla",unidad,0,2,0,Cominport
wymotbrfv,"Espátula de madera - Para mezclar arroz","Utensilios y vajilla",unidad,0,2,0,Cominport
9lnewdyh5,"Espátula de madera - Para mezclar arroz","Utensilios y vajilla",unidad,0,2,0,Cominport
gkjmcwtbo,"Espátula Shamoji - Tyger","Utensilios y vajilla",unidad,0,2,0,Cominport
ay24i5nns,"Goma para arrocera Suihan Sheet","Utensilios y vajilla",unidad,0,2,0,Cominport
6gk2jws9x,"Guantes Térmicos ""Showa"" - LL 1 par","Utensilios y vajilla",unidad,0,2,0,Cominport
j27nu5sxx,"Hangiri de madera","Utensilios y vajilla",unidad,0,2,0,Cominport
0zh5sje8j,"Hangiri de madera","Utensilios y vajilla",unidad,0,2,0,Cominport
d67w5hndn,"Hangiri de madera","Utensilios y vajilla",unidad,0,2,0,Cominport
l5nrwfblv,"Hangiri de madera","Utensilios y vajilla",unidad,0,2,0,Cominport
q4ok3ztg2,"Hashioki posapalillos ceramica","Utensilios y vajilla",unidad,0,2,0,Cominport
m6xrrpt13,"Jarrita de sake - Sabi marrón","Utensilios y vajilla",unidad,0,2,0,Cominport
j666z8f1i,"Jarrita para soja - Tesa Marrón","Utensilios y vajilla",unidad,0,2,0,Cominport
w6jfqnc4b,"Mandolina japonesa","Utensilios y vajilla",unidad,0,2,0,Cominport
126yr1pml,"Mandolina japonesa","Utensilios y vajilla",unidad,0,2,0,Cominport
03u3dutw4,"Molde para Oshisushi - Oshisushi No Kata","Utensilios y vajilla",unidad,0,2,0,Cominport
dy1s4zdy0,"Molinillo japonés - Manual para sésamo","Utensilios y vajilla",unidad,0,2,0,Cominport
0ldhiwfbs,"Papel para tempura","Utensilios y vajilla",unidad,0,2,0,Cominport
enlttuef5,"Platito para soja","Utensilios y vajilla",unidad,0,2,0,Cominport
gx3xd8v48,"Plato Hakuyu Nagasara","Utensilios y vajilla",unidad,0,2,0,Cominport
7atizzet1,"Plato Kuroshio redondo - Hida Konro","Utensilios y vajilla",unidad,0,2,0,Cominport
bw8ueikxr,"Plato marrón - Plato Akacha Bizen","Utensilios y vajilla",unidad,0,2,0,Cominport
zzcts0qja,"Plato negro - Plato Kokusho","Utensilios y vajilla",unidad,0,2,0,Cominport
zd6e3orcg,"Plato Sanma Mokume","Utensilios y vajilla",unidad,0,2,0,Cominport
xg5x56dd8,"Recipiente metal para salsa - Tare Ire","Utensilios y vajilla",unidad,0,2,0,Cominport
5obcwi9pp,"Red para arrocera","Utensilios y vajilla",unidad,0,2,0,Cominport
fdbaixxsy,"Sartén para tortilla - Tamagoyaki Pan","Utensilios y vajilla",unidad,0,2,0,Cominport
r98zmh2p2,"Temaki stand triple","Utensilios y vajilla",unidad,0,2,0,Cominport
mzqgc2jhe,"Termo de madera para arroz - Ohitsu","Utensilios y vajilla",unidad,0,2,0,Cominport
xz95s4n9i,"Termo para conservar arroz Jelco","Utensilios y vajilla",unidad,0,2,0,Cominport
vrwxmsr3x,"Termo para conservar arroz Tiger","Utensilios y vajilla",unidad,0,2,0,Cominport
o2hkillh5,"Termo para conservar arroz Tiger","Utensilios y vajilla",unidad,0,2,0,Cominport
vehuztqbw,"Vaporera bambú - Varios diámetros","Utensilios y vajilla",unidad,0,2,0,Cominport
t6w128kd2,"Vaporera bambú - Varios diámetros","Utensilios y vajilla",unidad,0,2,0,Cominport
g78ft3o3t,"Vaporera bambú - Varios diámetros","Utensilios y vajilla",unidad,0,2,0,Cominport
8f5gmpyog,"Vaso cerámica té - Yunomi 9 cm","Utensilios y vajilla",unidad,0,2,0,Cominport
u8wp7o4fi,"Virutas de cerezo Sakura para ahumar","Utensilios y vajilla",unidad,0,2,0,Cominport
wp29r00p3,"Bambú cortado y condimentado - Menma Ajitsuke","Verduras y jengibre",unidad,0,2,0,Cominport
4znp186kl,"Cebolla frita","Verduras y jengibre",unidad,0,2,0,Cominport
iiij4bl2z,"Cebolla frita","Verduras y jengibre",unidad,0,2,0,Cominport
fu9e4np2i,"Cebolla frita","Verduras y jengibre",unidad,0,2,0,Cominport
putq2g85e,"Cebolla frita","Verduras y jengibre",unidad,0,2,0,Cominport
9ft7m5msp,"Hoja de magnolia seca - Hooba","Verduras y jengibre",unidad,0,2,0,Cominport
08rrm2i82,"Hojas de arce japonés comestibles","Verduras y jengibre",unidad,0,2,0,Cominport
z15gt3cpb,"Hojas de bambú - Aosasa","Verduras y jengibre",unidad,0,2,0,Cominport
4tq13up46,"Jengibre blanco encurtido","Verduras y jengibre",unidad,0,2,0,Cominport
r4xrfthtp,"Jengibre blanco encurtido","Verduras y jengibre",unidad,0,2,0,Cominport
h6rqe5upm,"Jengibre encurtido bolsita - Mini Gari","Verduras y jengibre",unidad,0,2,0,Cominport
f3bkcnzhd,"Jengibre encurtido bolsita - Mini Gari","Verduras y jengibre",unidad,0,2,0,Cominport
hs96rkr48,"Jengibre rojo rallado encurtido - Beni Shoga","Verduras y jengibre",unidad,0,2,0,Cominport
92a8t0pk8,"Jengibre rosa encurtido","Verduras y jengibre",unidad,0,2,0,Cominport
34r5uiyfx,"Nabo amarillo encurtido - Takuwan (Oshinko)","Verduras y jengibre",unidad,0,2,0,Cominport
5d5d7vwh8,"Palitos de jengibre - Hajikami","Verduras y jengibre",unidad,0,2,0,Cominport
5w5qjeyqf,"Piel de bambú - Takekawa","Verduras y jengibre",unidad,0,2,0,Cominport
tcm625m4u,"Piel de yuzu en tiras","Verduras y jengibre",unidad,0,2,0,Cominport
r3uhv9il4,"Setas oreja de madera laminada “Kikurage”","Verduras y jengibre",unidad,0,2,0,Cominport
czgo5vypt,"Setas Shiitake desecadas","Verduras y jengibre",unidad,0,2,0,Cominport
3fpdbra10,"Tiras calabaza preparadas - Ajitsuke Kampyo","Verduras y jengibre",unidad,0,2,0,Cominport
aoavyhqyp,"Tiras calabaza preparadas - Ajitsuke Kampyo","Verduras y jengibre",unidad,0,2,0,Cominport
6wbz2l34z,"Aceite de wasabi","Wasabi y mostaza",unidad,0,2,0,Cominport
howhs8czr,"Aceite de yuzu","Wasabi y mostaza",unidad,0,2,0,Cominport
6y3zai9ne,"Condimento de wasabi y soja","Wasabi y mostaza",unidad,0,2,0,Cominport
ck2hf39xn,"Kona Wasabi","Wasabi y mostaza",unidad,0,2,0,Cominport
wb80trhoa,"Kona Wasabi Bits Kinjirushi","Wasabi y mostaza",unidad,0,2,0,Cominport
v12nj7dlu,"Mini wasabi - En sobrecito","Wasabi y mostaza",unidad,0,2,0,Cominport
ua4hg9zzg,"Mostaza en pasta (tubo) - Neri Karashi","Wasabi y mostaza",unidad,0,2,0,Cominport
xwosb750e,"Mostaza japonesa en polvo - Karashi","Wasabi y mostaza",unidad,0,2,0,Cominport
0eddu3s50,"Pasta de piel de yuzu y chile - Yuzu Kosho","Wasabi y mostaza",unidad,0,2,0,Cominport
xiamwdmec,"Piel de yuzu rallada - Kizami Yuzu","Wasabi y mostaza",unidad,0,2,0,Cominport
0b7eyso5y,"Sal de wasabi Kinjirushi","Wasabi y mostaza",unidad,0,2,0,Cominport
jesb4683b,"Salsa de Wasabi","Wasabi y mostaza",unidad,0,2,0,Cominport
hq0xt9xed,"Wasabi en pasta (tubo) - Neri Wasabi","Wasabi y mostaza",unidad,0,2,0,Cominport
mlyf8yvx4,"Wasabi en polvo (lata)","Wasabi y mostaza",unidad,0,2,0,Cominport
uyl5858lx,"Wasabi en polvo “Kiwami”","Wasabi y mostaza",unidad,0,2,0,Cominport
1ceeftiez,"Wasabi en sobres","Wasabi y mostaza",unidad,0,2,0,Cominport
z5j13djlp,"Wasabi en sobres congelado","Wasabi y mostaza",unidad,0,2,0,Cominport
czdspzkpx,"Wasabi natural 100% rallado - Hon Wasabi","Wasabi y mostaza",unidad,0,2,0,Cominport
frhsitgc5,"Wasabi natural picado - Kizami Wasabi","Wasabi y mostaza",unidad,0,2,0,Cominport
mak4t8q69,"Wasabi natural rallado","Wasabi y mostaza",unidad,0,2,0,Cominport
h44bx2kq1,"Carne de kebab de ternera loncheada","Carnes congeladas",kg,0,1,0,Jet Extramar
95egmiu1o,"Carne de kebab de pollo loncheada","Carnes congeladas",kg,0,1,0,Jet Extramar
wxy4aqjsz,"Pimientos del piquillo rellenos de atún","Precocinados",kg,0,1,0,Jet Extramar
7qpa3xghg,"Tequeño de gouda","Precocinados",kg,0,1,0,Jet Extramar
zq7gih3uu,"Base de patata y cebolla","Verduras congeladas",kg,0,1,0,Jet Extramar
4ebd6jxrl,"Torrezno de Soria extra","Platos preparados",kg,0,1,0,Jet Extramar
q5xuqd5ig,"Delicioso mascarpone y café","Postres congelados",kg,0,1,0,Jet Extramar
qr4189onx,"Delicioso de chocolate Dubái","Postres congelados",kg,0,1,0,Jet Extramar
h6h7jmvws,"Pastel Cream Block de higo","Postres congelados",kg,0,1,0,Jet Extramar
n57c6yac1,"Pastel Cream Block de galleta Lotus","Postres congelados",kg,0,1,0,Jet Extramar
